city,year,weekofyear,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,precipitation_amt_mm_lag1,precipitation_amt_mm_lag2,reanalysis_air_temp_k_lag1,reanalysis_air_temp_k_lag2,reanalysis_avg_temp_k_lag1,reanalysis_avg_temp_k_lag2,reanalysis_specific_humidity_g_per_kg_lag1,reanalysis_specific_humidity_g_per_kg_lag2,reanalysis_relative_humidity_percent_lag1,reanalysis_relative_humidity_percent_lag2,ndvi_mean,ndvi_var,ndvi_mean_lag1,ndvi_mean_lag2,total_cases
0,2000,36,23.12,300.8028571,301.9357143,290.6357143,312.8,291.5,2.5,57.78714286,23.12,12.65285714,14.9,28.36666667,12.9,35.8,21.7,56.9,53.65,49.22,299.2185714,298.2385714,300.9285714,299.5714286,15.05714286,14.44428571,74.15142857,74.74,0.292352975,0.00037142,0.32299285,0.3599357,1
0,2000,37,34.62,299.8585714,301.3714286,293.64,310.7,292.3,4.1,71.66,34.62,15.22714286,13.85714286,27.425,12.775,34.5,20.5,18.9,23.12,53.65,300.8028571,299.2185714,301.9357143,300.9285714,12.65285714,15.05714286,57.78714286,74.15142857,0.32761365,0.001932283,0.292352975,0.32299285,0
0,2000,38,97.55,297.4357143,298.5142857,292.7071429,310.2,288.3,3.2,77.48714286,97.55,14.33857143,11.31428571,27.53333333,12.56666667,36,20.5,104.2,34.62,23.12,299.8585714,300.8028571,301.3714286,301.9357143,15.22714286,12.65285714,71.66,57.78714286,0.322986325,0.004859259,0.32761365,0.292352975,0
0,2000,39,95.89,299.3557143,300.8857143,293.2171429,310.8,290,2.6,71.46285714,95.89,14.79857143,14.94285714,27.15,12.175,34,20.5,57.9,97.55,34.62,297.4357143,299.8585714,298.5142857,301.3714286,14.33857143,15.22714286,77.48714286,71.66,0.170917257,0.002756373,0.322986325,0.32761365,0
0,2000,40,46.22,298.3728571,300.5,294.6642857,309.8,292.7,16.6,82.37142857,46.22,16.14857143,11.97142857,26.7,11.675,34,20,63,95.89,97.55,299.3557143,297.4357143,300.8857143,298.5142857,14.79857143,14.33857143,71.46285714,77.48714286,0.286758225,0.001255419,0.170917257,0.322986325,0
0,2000,41,31.1,298.4742857,300.2857143,294.5928571,309.2,291.9,21.9,81.52285714,31.1,16.07142857,13.48571429,27.65714286,11.3,34,21,3,46.22,95.89,298.3728571,299.3557143,300.5,300.8857143,16.14857143,14.79857143,82.37142857,71.46285714,0.202041075,0.012387337,0.286758225,0.170917257,1
0,2000,42,25.21,299.2114286,301.15,294.0071429,311.8,292.3,9.9,75.54,25.21,15.52857143,14.92857143,27.775,12.275,36,21,45.2,31.1,46.22,298.4742857,298.3728571,300.2857143,300.5,16.07142857,16.14857143,81.52285714,82.37142857,0.27881785,0.00582846,0.202041075,0.286758225,1
0,2000,43,49.25,299.5414286,301.1,294.7085714,310.2,291.9,23.3,76.94142857,49.25,16.19571429,13.45714286,28,12.46666667,34.6,20,57.9,25.21,31.1,299.2114286,298.4742857,301.15,300.2857143,15.52857143,16.07142857,75.54,81.52285714,0.3635075,0.004411956,0.27881785,0.202041075,0
0,2000,44,67.64,299.44,300.8214286,295.2742857,312.2,292.4,20.2,79.42857143,67.64,16.86857143,13.32857143,27.6,12.33333333,35.5,21.1,7.1,49.25,25.21,299.5414286,299.2114286,301.1,301.15,16.19571429,15.52857143,76.94142857,75.54,0.272659175,0.001765825,0.3635075,0.27881785,0
0,2000,45,51.83,300.7485714,301.8071429,295.28,310.4,294.3,19.2,74.80285714,51.83,16.84714286,12.87142857,28.175,12.25,35.2,21.5,13.5,67.64,49.25,299.44,299.5414286,300.8214286,301.1,16.86857143,16.19571429,79.42857143,76.94142857,0.250512525,0.00664366,0.272659175,0.3635075,0
0,2000,46,39.25,301.6371429,302.6142857,294.2328571,311.8,294.2,3.6,67.18571429,39.25,15.88,13.37142857,29.025,13.1,36.4,21.7,0,51.83,67.64,300.7485714,299.44,301.8071429,300.8214286,16.84714286,16.86857143,74.80285714,79.42857143,0.09886559,0.004836383,0.250512525,0.272659175,0
0,2000,47,55.91,300.8728571,301.9142857,293.06,311.1,293.6,11.2,66.04285714,55.91,14.76857143,13.14285714,27.7,11.35,36.5,21.5,23.85,39.25,51.83,301.6371429,300.7485714,302.6142857,301.8071429,15.88,16.84714286,67.18571429,74.80285714,0.232795825,0.005205564,0.09886559,0.250512525,0
0,2000,48,20.65,299.23,301.2642857,294.7171429,310,293.5,14.5,78.88571429,20.65,16.24428571,12.01428571,27.05,11.575,34.2,21,19,55.91,39.25,300.8728571,301.6371429,301.9142857,302.6142857,14.76857143,15.88,66.04285714,67.18571429,0.287096425,0.001564303,0.232795825,0.09886559,0
0,2000,49,24.53,300.2428571,301.0285714,293.3057143,312.2,292,1.7,68.55714286,24.53,14.9,15.45714286,28,12,34,22,0.8,20.65,55.91,299.23,300.8728571,301.2642857,301.9142857,16.24428571,14.76857143,78.88571429,66.04285714,0.197266075,0.00153777,0.287096425,0.232795825,0
0,2000,50,111.06,298.7571429,300.3428571,294.52,311.4,291.9,48.76,80.40857143,111.06,16.09857143,11.97142857,26.61666667,9.65,33.8,21,67.2,24.53,20.65,300.2428571,299.23,301.0285714,301.2642857,14.9,16.24428571,68.55714286,78.88571429,0.3259143,0.000547009,0.197266075,0.287096425,1
0,2000,51,3.9,300.4114286,302,291.0928571,311.2,294.6,5.7,60.64142857,3.9,13.18857143,13,28.2,12.28333333,35,21,0,111.06,24.53,298.7571429,300.2428571,300.3428571,301.0285714,16.09857143,14.9,80.40857143,68.55714286,0.24279525,0.003175962,0.3259143,0.197266075,0
0,2001,1,59.11,297.9585714,298.9857143,296.99,305.5,293.2,64.6,94.95571429,59.11,18.67285714,6.942857143,27.33333333,11,33.3,21.8,38.9,3.9,111.06,300.4114286,298.7571429,302,300.3428571,13.18857143,16.09857143,60.64142857,80.40857143,0.25520715,0.000581377,0.24279525,0.3259143,0
0,2001,2,69.85,298.0442857,299.4142857,294.3457143,309.8,292.5,22.98,82.34714286,69.85,15.85857143,11.08571429,27,11.225,33.2,20.7,59.9,59.11,3.9,297.9585714,300.4114286,298.9857143,302,18.67285714,13.18857143,94.95571429,60.64142857,0.261770825,0.001734763,0.25520715,0.24279525,0
0,2001,3,149.71,298.3685714,300.2357143,295.0614286,308.7,294,24.92,84.17571429,149.71,16.6,11.01428571,27.05,10.9,33,20.5,52,69.85,59.11,298.0442857,297.9585714,299.4142857,298.9857143,15.85857143,18.67285714,82.34714286,94.95571429,0.178261325,0.004009459,0.261770825,0.25520715,0
0,2001,4,50.02,295.7228571,296.6714286,294.5942857,301.8,292.3,88.03,94.05714286,50.02,16.07142857,5.628571429,25.71666667,9.433333333,31.2,20,166.9,149.71,69.85,298.3685714,298.0442857,300.2357143,299.4142857,16.6,15.85857143,84.17571429,82.34714286,0.196541675,0.002642672,0.178261325,0.261770825,0
0,2001,5,87.18,295.2971429,296.1,294.4114286,302.2,292.2,80.95,95.40714286,87.18,15.86,5.142857143,26.43333333,9.666666667,33,20,147.8,50.02,149.71,295.7228571,298.3685714,296.6714286,300.2357143,16.07142857,16.6,94.05714286,84.17571429,0.32515595,0.00212415,0.196541675,0.178261325,0
0,2001,6,31.93,295.5114286,296.1285714,293.4085714,303.6,292.5,16.4,89.08,31.93,14.94714286,6.171428571,27.35,10.025,34.2,21.7,3.3,87.18,50.02,295.2971429,295.7228571,296.1,296.6714286,15.86,16.07142857,95.40714286,94.05714286,0.204475,0.00109775,0.32515595,0.196541675,0
0,2001,7,66.84,295.37,296.4928571,294.4385714,304.4,292.3,37.96,94.88428571,66.84,15.93,6.042857143,26.3,8.95,33,21,83.1,31.93,87.18,295.5114286,295.2971429,296.1285714,296.1,14.94714286,15.86,89.08,95.40714286,0.1490149,0.000100836,0.204475,0.32515595,0
0,2001,8,16.17,296.07,296.9785714,294.73,304.4,290.6,34.18,92.84285714,16.17,16.25142857,7.585714286,26.93333333,10,33.2,21,38.1,66.84,31.93,295.37,295.5114286,296.4928571,296.1285714,15.93,14.94714286,94.88428571,89.08,0.13286785,0.001730646,0.1490149,0.204475,0
0,2001,9,47.14,297.0385714,298.3071429,295.7671429,305.1,293.7,26.96,93.31428571,47.14,17.30857143,7.385714286,26.56,9.48,33.2,20.5,21.1,16.17,66.84,296.07,295.37,296.9785714,296.4928571,16.25142857,15.93,92.84285714,94.88428571,0.26291,0.001828257,0.13286785,0.1490149,0
0,2001,10,118.07,297.6185714,298.6928571,296.46,305.8,294.8,83.89,94.09285714,118.07,18.05571429,6.585714286,27.2,10.15,33.3,20,87.1,47.14,16.17,297.0385714,296.07,298.3071429,296.9785714,17.30857143,16.25142857,93.31428571,92.84285714,0.221060725,0.002185503,0.26291,0.13286785,0
0,2001,11,74.34,296.79,298.1285714,295.5442857,309.3,292.8,195.2,94.09428571,74.34,17.06571429,8.285714286,27.05,12.1,34.2,20,39.9,118.07,47.14,297.6185714,297.0385714,298.6928571,298.3071429,18.05571429,17.30857143,94.09285714,93.31428571,0.19819225,0.000202325,0.221060725,0.26291,0
0,2001,12,90.35,298.7014286,299.75,295.1571429,309.7,293.2,32.6,82.80142857,90.35,16.75714286,10.61428571,27.43333333,11.43333333,34.1,20,70.8,74.34,118.07,296.79,297.6185714,298.1285714,298.6928571,17.06571429,18.05571429,94.09428571,94.09285714,0.2077655,0.002776164,0.19819225,0.221060725,0
0,2001,13,94.06,296.8528571,297.6,296.0785714,303.2,292.8,304.52,95.92428571,94.06,17.66857143,6.2,27.05,10.95,34.2,20,80,90.35,74.34,298.7014286,296.79,299.75,298.1285714,16.75714286,17.06571429,82.80142857,94.09428571,0.135027735,0.0008783,0.2077655,0.19819225,0
0,2001,14,86.46,296.3057143,297.8285714,295.6957143,305.5,292.9,91.43,96.73714286,86.46,17.21,6.657142857,27.16,10.98,35,20.5,46.2,94.06,90.35,296.8528571,298.7014286,297.6,299.75,17.66857143,16.75714286,95.92428571,82.80142857,0.2750893,0.000642133,0.135027735,0.2077655,0
0,2001,15,80.82,297.1757143,298.3,296.13,305.5,292.1,110.1,94.60285714,80.82,17.69571429,6.771428571,26.46,11.66,34,19.5,120.1,86.46,94.06,296.3057143,296.8528571,297.8285714,297.6,17.21,17.66857143,96.73714286,95.92428571,0.3684714,0.000291876,0.2750893,0.135027735,0
0,2001,16,77.73,297.0628571,298.15,295.9857143,305.1,292.8,120.32,94.61571429,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,80.82,86.46,297.1757143,296.3057143,298.3,297.8285714,17.69571429,17.21,94.60285714,96.73714286,0.316092875,0.004141717,0.3684714,0.2750893,1
0,2001,17,78.01,297.9614286,299.2071429,295.4285714,307.8,293.2,78.3,88.14857143,78.01,16.96857143,10.24285714,27.63333333,10.93333333,34.3,21,14.9,77.73,80.82,297.0628571,297.1757143,298.15,298.3,17.52,17.69571429,94.61571429,94.60285714,0.24065715,0.000633921,0.316092875,0.3684714,0
0,2001,18,94.77,297.2857143,298.65,295.74,305.6,293.1,103.87,92.19285714,94.77,17.30571429,7.414285714,27.625,11.325,35.2,20.5,51,78.01,77.73,297.9614286,297.0628571,299.2071429,298.15,16.96857143,17.52,88.14857143,94.61571429,0.2521,0.003048196,0.24065715,0.316092875,0
0,2001,19,45.56,297.1357143,298.2,296.3328571,305.1,292.1,85.9,95.82,45.56,17.89142857,7.085714286,26.6,8.8,32.7,21.4,66,94.77,78.01,297.2857143,297.9614286,298.65,299.2071429,17.30571429,16.96857143,92.19285714,88.14857143,0.219646425,0.001254623,0.2521,0.24065715,0
0,2001,20,74.08,297.2971429,298.3071429,296.99,305.6,294.7,80.3,98.34142857,74.08,18.64,5.642857143,27.41428571,7.3,32.5,22.2,0,45.56,94.77,297.1357143,297.2857143,298.2,298.65,17.89142857,17.30571429,95.82,92.19285714,0.30029465,0.000674873,0.219646425,0.2521,0
0,2001,21,70.81,296.9228571,297.9571429,295.8271429,305.6,293,53.1,94.71,70.81,17.36857143,8.542857143,27.43333333,11.93333333,34.2,20.5,64.1,74.08,45.56,297.2971429,297.1357143,298.3071429,298.2,18.64,17.89142857,98.34142857,95.82,0.282755975,0.006516504,0.30029465,0.219646425,1
0,2001,22,90.07,296.8457143,298,295.18,304.8,291.8,20.3,91.46571429,90.07,16.69428571,8.8,27.25,12.65,34.8,20.5,32,70.81,74.08,296.9228571,297.2971429,297.9571429,298.3071429,17.36857143,18.64,94.71,98.34142857,0.32726075,0.001677519,0.282755975,0.30029465,1
0,2001,23,126.46,296.6914286,297.8928571,294.46,307.6,291.5,30.63,89.48714286,126.46,15.96857143,9.728571429,26.86666667,10.73333333,34,19.8,17,90.07,70.81,296.8457143,296.9228571,298,297.9571429,16.69428571,17.36857143,91.46571429,94.71,0.26154525,0.005675454,0.32726075,0.282755975,0
0,2001,24,47.13,295.4828571,296.4357143,294.3414286,302.6,291.9,95.06,94.01714286,47.13,15.78285714,7.271428571,26.88,10.68,33.4,20,37.1,126.46,90.07,296.6914286,296.8457143,297.8928571,298,15.96857143,16.69428571,89.48714286,91.46571429,0.263316075,0.002720951,0.26154525,0.32726075,0
0,2001,25,53.93,296,297.3214286,293.6471429,305.2,291,13.45,88.17142857,53.93,15.13428571,9.414285714,26.4,10.05,33.2,20.5,9.9,47.13,126.46,295.4828571,296.6914286,296.4357143,297.8928571,15.78285714,15.96857143,94.01714286,89.48714286,0.096439285,0.000616948,0.263316075,0.26154525,1
0,2001,26,1.22,294.8457143,296,290.5728571,306.1,288.4,1.82,79.32285714,1.22,12.46428571,12.34285714,27.41428571,7.3,32.3,17.1,31,53.93,47.13,296,295.4828571,297.3214286,296.4357143,15.13428571,15.78285714,88.17142857,94.01714286,0.277364275,0.003692435,0.096439285,0.263316075,0
0,2001,27,52.1,295.7957143,297.05,292.7528571,305,291.3,23.6,84.85714286,52.1,14.29714286,8.557142857,26.5,11.36666667,33.2,20,70.1,1.22,53.93,294.8457143,296,296,297.3214286,12.46428571,15.13428571,79.32285714,88.17142857,0.2337482,0.001026416,0.277364275,0.096439285,0
0,2001,28,39.09,295.8085714,297.0214286,293.4385714,307.2,290.3,16.7,88.32285714,39.09,14.92857143,9.7,27.35,10.95,33.5,19.5,22.3,52.1,1.22,295.7957143,294.8457143,297.05,296,14.29714286,12.46428571,84.85714286,79.32285714,0.3436506,0.005523399,0.2337482,0.277364275,0
0,2001,29,52.05,297.5557143,298.9285714,294.1157143,307.9,291.1,18,84.24571429,52.05,15.60571429,11.42857143,26.76666667,10.06666667,32.8,21,36.8,39.09,52.1,295.8085714,295.7957143,297.0214286,297.05,14.92857143,14.29714286,88.32285714,84.85714286,0.270240475,0.006908059,0.3436506,0.2337482,0
0,2001,30,54.52,296.8157143,298.2214286,294.9914286,306,292,38.29,90.81428571,54.52,16.50571429,10.27142857,27.36666667,11.4,34,21.2,25.2,52.05,39.09,297.5557143,295.8085714,298.9285714,297.0214286,15.60571429,14.92857143,84.24571429,88.32285714,0.271994025,0.002183653,0.270240475,0.3436506,0
0,2001,31,27.97,297.2914286,299.1785714,293.4528571,308.1,289.8,9.71,82.22571429,27.97,14.98571429,12.87142857,26.52,10.88,34,18.4,10.9,54.52,52.05,296.8157143,297.5557143,298.2214286,298.9285714,16.50571429,15.60571429,90.81428571,84.24571429,0.188736925,0.0017984,0.271994025,0.270240475,0
0,2001,32,0,298.5371429,300.1357143,291.3871429,308.7,291,0.2,66.66428571,0,13.15857143,14.64285714,27.1,12.175,33.5,17.8,23.85,27.97,54.52,297.2914286,296.8157143,299.1785714,298.2214286,14.98571429,16.50571429,82.22571429,90.81428571,0.216621425,0.000298968,0.188736925,0.271994025,0
0,2001,33,5.14,298.3957143,299.7857143,292.0242857,309.7,292,0,69.47571429,5.14,13.71571429,13.31428571,27.125,12.25,33.4,20,18,0,27.97,298.5371429,297.2914286,300.1357143,299.1785714,13.15857143,14.98571429,66.66428571,82.22571429,0.297010675,0.002187875,0.216621425,0.188736925,0
0,2001,34,9.97,298.44,299.8142857,294.0171429,308.8,291.7,30.1,78.38857143,9.97,15.51142857,12.2,27.6,11.68,34.2,20,47.9,5.14,0,298.3957143,298.5371429,299.7857143,300.1357143,13.71571429,13.15857143,69.47571429,66.66428571,0.22178215,0.000683963,0.297010675,0.216621425,0
0,2001,35,47.58,298.7514286,300.5142857,293.7257143,311.2,293,16.9,76.95571429,47.58,15.25142857,12.8,27.2,12.46666667,35.2,20,31,9.97,5.14,298.44,298.3957143,299.8142857,299.7857143,15.51142857,13.71571429,78.38857143,69.47571429,0.231460725,0.000702017,0.22178215,0.297010675,0
0,2001,36,44.45,298.6914286,300.5214286,294.9057143,311.2,291.7,39.8,81.98714286,44.45,16.43714286,13.44285714,27.375,12.15,34.3,20.8,35.1,47.58,9.97,298.7514286,298.44,300.5142857,299.8142857,15.25142857,15.51142857,76.95571429,78.38857143,0.269448225,0.004405962,0.231460725,0.22178215,0
0,2001,37,36.2,298.6657143,300.1214286,294.1228571,311.5,290.9,19.6,78.95714286,36.2,15.65857143,13.78571429,27.375,11.525,35.2,20.1,41.9,44.45,47.58,298.6914286,298.7514286,300.5214286,300.5142857,16.43714286,15.25142857,81.98714286,76.95571429,0.3215357,0.005782454,0.269448225,0.231460725,0
0,2001,38,66.4,297.9628571,299.4214286,294.5971429,309,292.9,65.54,84.03285714,66.4,16.10428571,10.92857143,27.525,12.75,35,20.2,69,36.2,44.45,298.6657143,298.6914286,300.1214286,300.5214286,15.65857143,16.43714286,78.95714286,81.98714286,0.35225,3.72E-05,0.3215357,0.269448225,0
0,2001,39,26.48,298.7071429,300.9071429,294.2957143,310.4,291.7,21.9,79.36571429,26.48,15.89428571,14.04285714,27.25,11.925,33.4,20.3,13.2,66.4,36.2,297.9628571,298.6657143,299.4214286,300.1214286,16.10428571,15.65857143,84.03285714,78.95714286,0.332114275,0.001844454,0.35225,0.3215357,0
0,2001,40,63.42,299.5471429,300.7071429,294.7685714,311,291.8,32.6,78.33,63.42,16.34,14.12857143,28.3,13.34,35.5,20.4,14.2,26.48,66.4,298.7071429,297.9628571,300.9071429,299.4214286,15.89428571,16.10428571,79.36571429,84.03285714,0.322939275,0.008051321,0.332114275,0.35225,0
0,2001,41,58.75,299.1585714,300.2857143,293.8128571,312.3,290.8,12.3,74.41857143,58.75,15.32714286,11.34285714,28.525,12.475,36.8,21.8,30.9,63.42,26.48,299.5471429,298.7071429,300.7071429,300.9071429,16.34,15.89428571,78.33,79.36571429,0.448014875,0.00491822,0.322939275,0.332114275,0
0,2001,42,77.89,300.3085714,302.2,294.2142857,312.9,292.4,49.2,72.16285714,77.89,15.87285714,12.88571429,27.63333333,12.53333333,36.7,20,159,58.75,63.42,299.1585714,299.5471429,300.2857143,300.7071429,15.32714286,16.34,74.41857143,78.33,0.33371785,0.001455676,0.448014875,0.322939275,0
0,2001,43,77.15,298.5842857,300.0714286,296.6071429,310.6,293.9,114.36,90.26571429,77.15,18.26714286,9.857142857,28.06666667,11.96666667,35,21,89.1,77.89,58.75,300.3085714,299.1585714,302.2,300.2857143,15.87285714,15.32714286,72.16285714,74.41857143,0.18845535,0.002327607,0.33371785,0.448014875,0
0,2001,44,83.53,298.3414286,299.5071429,295.3057143,308.8,292,46.46,85.57285714,83.53,16.95857143,11.27142857,27.64,10.38,35.8,21.5,76,77.15,77.89,298.5842857,300.3085714,300.0714286,302.2,18.26714286,15.87285714,90.26571429,72.16285714,0.214266675,0.000143117,0.18845535,0.33371785,0
0,2001,45,34.54,298.5142857,299.75,296.1957143,309.7,292.5,164.74,89.00428571,34.54,17.82142857,10.1,27.525,11.025,34.4,21.3,35.1,83.53,77.15,298.3414286,298.5842857,299.5071429,300.0714286,16.95857143,18.26714286,85.57285714,90.26571429,0.3287143,0.001880962,0.214266675,0.18845535,0
0,2001,46,61.82,298.8471429,300.5785714,296.1985714,310.5,294,181.2,87.48142857,61.82,17.8,9.7,28.44,10.18,34.5,21,43.9,34.54,83.53,298.5142857,298.3414286,299.75,299.5071429,17.82142857,16.95857143,89.00428571,85.57285714,0.270475,0.000803214,0.3287143,0.214266675,0
0,2001,47,65.89,299.12,300.4857143,296.7528571,309.5,294.2,56.3,88.83714286,65.89,18.45142857,9.228571429,27.575,11.575,33.7,20.8,31,61.82,34.54,298.8471429,298.5142857,300.5785714,299.75,17.8,17.82142857,87.48142857,89.00428571,0.36058275,0.002940165,0.270475,0.3287143,1
0,2001,48,47.46,298.5557143,299.6357143,295.8114286,310,294.4,31.5,87.37714286,47.46,17.42714286,8.014285714,28.23333333,11.66666667,35.3,21.8,12.2,65.89,61.82,299.12,298.8471429,300.4857143,300.5785714,18.45142857,17.8,88.83714286,87.48142857,0.334572025,0.001299475,0.36058275,0.270475,1
0,2001,49,46.86,298.7542857,300.2214286,295.9814286,308.5,294.6,158.5,87.24,46.86,17.59571429,8.871428571,28.425,11.65,35.5,21.2,23.1,47.46,65.89,298.5557143,299.12,299.6357143,300.4857143,17.42714286,18.45142857,87.37714286,88.83714286,0.30031425,0.002860611,0.334572025,0.36058275,1
0,2001,50,138.22,298.2457143,299.5928571,297.5,305.8,293.9,72.94,96.11857143,138.22,19.30571429,7.785714286,27.84,10.96,35,21,75,46.86,47.46,298.7542857,298.5557143,300.2214286,299.6357143,17.59571429,17.42714286,87.24,87.37714286,0.295945225,0.00168484,0.30031425,0.334572025,2
0,2001,51,43.95,298.5642857,299.6785714,297.2114286,309.3,295.1,85.9,93.94714286,43.95,18.96571429,7.385714286,27.075,9.5,32.9,21,57.9,138.22,46.86,298.2457143,298.7542857,299.5928571,300.2214286,19.30571429,17.59571429,96.11857143,87.24,0.2109893,0.000346286,0.295945225,0.30031425,4
0,2001,52,100.72,298.2385714,299.35,297.5114286,306.7,294.7,109.64,96.35571429,100.72,19.30285714,6.5,27.35,8.65,33.3,22,25.1,43.95,138.22,298.5642857,298.2457143,299.6785714,299.5928571,18.96571429,19.30571429,93.94714286,96.11857143,0.3166889,0.000734567,0.2109893,0.295945225,1
0,2002,1,70.16,297.1328571,297.8714286,296.06,304.5,292.5,109.8,94.58857143,70.16,17.61857143,5.942857143,27.95,9.45,33.2,23,45.3,100.72,43.95,298.2385714,298.5642857,299.35,299.6785714,19.30285714,18.96571429,96.35571429,93.94714286,0.37569645,0.000571808,0.3166889,0.2109893,4
0,2002,2,64.79,300.0128571,301.2714286,294.9128571,309.8,294.8,5.5,76.60285714,64.79,16.48285714,11.4,28.96666667,11.93333333,35.4,21,7.1,70.16,100.72,297.1328571,298.2385714,297.8714286,299.35,17.61857143,19.30285714,94.58857143,96.35571429,0.374275,0.001186755,0.37569645,0.3166889,11
0,2002,3,22.77,299.8771429,300.9071429,294.6057143,309.4,291.8,4.7,75.20428571,22.77,16.15714286,12.12857143,28.8,12.76666667,36,22,5,64.79,70.16,300.0128571,297.1328571,301.2714286,297.8714286,16.48285714,17.61857143,76.60285714,94.58857143,0.2156018,0.003254104,0.374275,0.37569645,16
0,2002,4,121.07,298.9157143,299.8785714,295.11,308.7,293.2,19.91,81.52714286,121.07,16.67714286,10.21428571,27.94,11.8,35.8,21,18,22.77,64.79,299.8771429,300.0128571,300.9071429,301.2714286,16.15714286,16.48285714,75.20428571,76.60285714,0.1266393,0.00047313,0.2156018,0.374275,23
