NDVI_combined,city,reanalysis_air_temp_k,reanalysis_air_temp_k_lag2,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag2,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag2,reanalysis_tdtr_k,reanalysis_tdtr_k_lag2,station_precip_mm,station_precip_mm_lag2,total_cases,weekofyear,sin_week,cos_week,total_cases_log,temp_ma4,humidity_ma4
0.1737993634,1,299.972857143,298.902857143,298.5,297.2,18.0742857143,17.75,2.38571428571,1.8,6.6,91.5,71,45,-0.7485107481711012,0.6631226582407952,4.276666119016055,299.44964285725,17.993571428575002
0.2362826932999999,1,300.35,299.727142857,298.8,298.5,17.0857142857,18.0342857143,2.2,1.78571428571,38.9,6.3,44,46,-0.6631226582407955,0.7485107481711009,3.8066624897703196,299.73821428575,17.736071428575002
0.2187194177,1,299.511428571,299.972857143,297.0,298.5,16.7528571429,18.0742857143,2.52857142857,2.38571428571,9.6,6.6,56,47,-0.5680647467311558,0.8229838658936564,4.04305126783455,299.89035714275,17.4867857143
0.1660785860999999,1,298.238571429,300.35,296.5,298.8,16.2085714286,17.0857142857,1.98571428571,2.2,26.7,38.9,53,48,-0.46472317204376834,0.8854560256532098,3.988984046564274,299.51821428575,17.030357142875
0.1742690095,1,298.542857143,299.511428571,296.7,297.0,16.1614285714,16.7528571429,2.05714285714,2.52857142857,69.0,9.6,52,49,-0.354604887042536,0.9350162426854146,3.9702919135521215,299.16071428575,16.55214285715
0.1933160532999999,1,298.202857143,298.238571429,296.1,296.5,13.6157142857,16.2085714286,2.98571428571,1.98571428571,2.8,26.7,47,50,-0.23931566428755785,0.9709418174260521,3.8712010109078907,298.6239285715,15.68464285715
0.2818764063,1,298.297142857,298.542857143,296.0,296.7,15.9542857143,16.1614285714,2.87142857143,2.05714285714,19.8,69.0,26,51,-0.12053668025532364,0.9927088740980539,3.295836866004329,298.32035714299997,15.485
0.2319837710999999,1,298.038571429,298.202857143,295.3,296.1,13.6828571429,13.6157142857,2.28571428571,2.98571428571,20.9,2.8,27,52,6.432490598706546e-16,1.0,3.332204510175204,298.270357143,14.853571428574998
0.1512311404,1,297.06,298.297142857,293.9,296.0,13.5114285714,15.9542857143,2.52857142857,2.87142857143,5.3,19.8,21,1,0.12053668025532305,0.9927088740980538,3.0910424533583156,297.89964285725,14.191071428575
0.14642263,1,297.674285714,298.038571429,295.8,295.3,14.6714285714,13.6828571429,1.88571428571,2.28571428571,31.7,20.9,21,2,0.2393156642875578,0.9709418174260521,3.0910424533583156,297.7675,14.455
0.2071373316999999,1,297.422857143,297.06,296.1,293.9,14.7985714286,13.5114285714,2.0,2.52857142857,16.5,5.3,26,3,0.3546048870425357,0.9350162426854147,3.295836866004329,297.5489285715,14.166071428575
0.2692066441999999,1,297.884285714,297.674285714,296.0,295.8,13.8785714286,14.6714285714,2.55714285714,1.88571428571,6.8,31.7,34,4,0.4647231720437685,0.8854560256532098,3.5553480614894135,297.51035714274997,14.215000000000002
0.1887750265,1,298.044285714,297.422857143,295.0,296.1,14.0442857143,14.7985714286,2.77142857143,2.0,5.9,16.5,37,5,0.5680647467311557,0.8229838658936565,3.6375861597263857,297.75642857125,14.348214285725
0.2763632317,1,297.74,297.884285714,295.0,296.0,14.5414285714,13.8785714286,2.42857142857,2.55714285714,7.3,6.8,17,6,0.6631226582407952,0.7485107481711012,2.8903717578961645,297.77285714275,14.315714285725
0.2019087201,1,296.884285714,298.044285714,294.1,295.0,14.46,14.0442857143,3.2,2.77142857143,5.6,5.9,19,7,0.7485107481711012,0.6631226582407953,2.995732273553991,297.6382142855,14.231071428575001
0.13553169094,1,297.414285714,297.74,295.8,295.0,15.0357142857,14.5414285714,2.57142857143,2.42857142857,17.8,7.3,25,8,0.8229838658936565,0.5680647467311558,3.2580965380214817,297.5207142855,14.52035714285
0.1778432582,1,297.505714286,296.884285714,295.8,294.1,14.7942857143,14.46,2.11428571429,3.2,30.7,5.6,18,9,0.8854560256532098,0.46472317204376856,2.9444389791664403,297.38607142850003,14.70785714285
0.2330287288999999,1,297.777142857,297.414285714,296.4,295.8,14.92,15.0357142857,2.24285714286,2.57142857143,10.9,17.8,21,10,0.9350162426854148,0.3546048870425356,3.0910424533583156,297.39535714275,14.8025
0.1873247366702942,1,297.431428571,297.505714286,295.7,295.8,14.7871428571,14.7942857143,2.72857142857,2.11428571429,3.6,30.7,17,11,0.9709418174260521,0.23931566428755807,2.8903717578961645,297.532142857,14.884285714274998
0.1522802745,1,297.407142857,297.777142857,295.4,296.4,14.7457142857,14.92,2.54285714286,2.24285714286,5.7,10.9,17,12,0.9927088740980539,0.120536680255323,2.8903717578961645,297.53035714275,14.811785714275
0.2507497273,1,297.47,297.431428571,295.7,295.7,15.1485714286,14.7871428571,2.75714285714,2.72857142857,26.9,3.6,16,13,0.9999999999999999,-1.6081226496766366e-16,2.833213344056216,297.52142857125,14.90035714285
0.2137546601,1,297.064285714,297.407142857,295.4,295.4,13.9914285714,14.7457142857,2.28571428571,2.54285714286,4.1,5.7,16,14,0.992708874098054,-0.1205366802553229,2.833213344056216,297.34321428550004,14.6682142857
0.2028216013,1,297.372857143,297.47,295.9,295.7,14.9928571429,15.1485714286,2.62857142857,2.75714285714,18.8,26.9,15,15,0.9709418174260523,-0.23931566428755754,2.772588722239781,297.3285714285,14.719642857150001
0.1347015918,1,297.284285714,297.064285714,296.0,295.4,13.7328571429,13.9914285714,2.01428571429,2.28571428571,19.4,4.1,23,16,0.9350162426854149,-0.3546048870425355,3.1780538303479453,297.29785714275,14.46642857145
0.17369195966,1,298.074285714,297.372857143,296.7,295.9,15.4614285714,14.9928571429,2.3,2.62857142857,3.5,18.8,16,17,0.8854560256532099,-0.4647231720437685,2.833213344056216,297.44892857125,14.54464285715
0.1815291794,1,298.831428571,297.284285714,297.1,296.0,16.3142857143,13.7328571429,2.8,2.01428571429,2.8,19.4,17,18,0.8229838658936566,-0.5680647467311556,2.8903717578961645,297.8907142855,15.125357142875
0.1283669433,1,298.638571429,298.074285714,297.2,296.7,16.1857142857,15.4614285714,2.41428571429,2.3,40.2,3.5,12,19,0.7485107481711014,-0.663122658240795,2.5649493574615367,298.207142857,15.423571428575
0.0932205631439999,1,298.325714286,298.831428571,296.6,297.1,15.9742857143,16.3142857143,2.5,2.8,32.8,2.8,17,20,0.6631226582407951,-0.7485107481711012,2.8903717578961645,298.4675,15.983928571425
0.10717949225,1,298.584285714,298.638571429,297.0,297.2,16.5014285714,16.1857142857,1.85714285714,2.41428571429,3.6,40.2,10,21,0.5680647467311557,-0.8229838658936565,2.3978952727983707,298.595,16.243928571425002
0.1903986986999999,1,298.808571429,298.325714286,297.3,296.6,16.6457142857,15.9742857143,2.14285714286,2.5,5.6,32.8,15,22,0.464723172043769,-0.8854560256532095,2.772588722239781,298.58928571449997,16.326785714275
0.1136432644,1,299.518571429,298.584285714,297.4,297.0,16.3242857143,16.5014285714,2.87142857143,1.85714285714,20.6,3.6,19,23,0.3546048870425359,-0.9350162426854147,2.995732273553991,298.8092857145,16.361428571425
0.1509510928,1,299.891428571,298.808571429,298.4,297.3,16.8828571429,16.6457142857,2.4,2.14285714286,9.4,5.6,21,24,0.2393156642875577,-0.9709418174260522,3.0910424533583156,299.20071428575,16.588571428575
0.1008054455999999,1,299.775714286,299.518571429,298.4,297.4,17.7042857143,16.3242857143,2.17142857143,2.87142857143,3.3,20.6,14,25,0.12053668025532308,-0.9927088740980538,2.70805020110221,299.49857142875,16.8892857143
0.1326258711,1,299.41,299.891428571,297.7,298.4,17.6285714286,16.8828571429,2.04285714286,2.4,12.4,9.4,18,26,-3.216245299353273e-16,-1.0,2.9444389791664403,299.6489285715,17.135000000025002
0.1544352242,1,299.371428571,299.775714286,297.4,298.4,17.3528571429,17.7042857143,2.14285714286,2.17142857143,24.7,3.3,13,27,-0.12053668025532283,-0.992708874098054,2.6390573296152584,299.612142857,17.392142857175
0.1100208318,1,300.001428571,299.41,297.9,297.7,17.1514285714,17.6285714286,2.42857142857,2.04285714286,4.6,12.4,14,28,-0.2393156642875575,-0.9709418174260523,2.70805020110221,299.639642857,17.4592857143
0.08326363833,1,300.234285714,299.371428571,298.6,297.4,17.4728571429,17.3528571429,2.42857142857,2.14285714286,12.2,24.7,18,29,-0.3546048870425357,-0.9350162426854148,2.9444389791664403,299.754285714,17.40142857145
0.0871888013,1,299.808571429,300.001428571,298.2,297.9,17.7342857143,17.1514285714,2.24285714286,2.42857142857,43.1,4.6,23,30,-0.46472317204376806,-0.88545602565321,3.1780538303479453,299.85392857125,17.427857142875002
0.1368818387864563,1,299.852857143,300.234285714,298.3,298.6,17.8785714286,17.4728571429,2.3,2.42857142857,18.0,12.2,25,31,-0.5680647467311556,-0.8229838658936566,3.2580965380214817,299.97428571425,17.5592857143
0.1430076289,1,299.831428571,299.808571429,298.1,298.2,17.8957142857,17.7342857143,2.24285714286,2.24285714286,12.5,43.1,62,32,-0.663122658240795,-0.7485107481711014,4.143134726391533,299.93178571425,17.745357142875
0.12661972164,1,300.42,299.852857143,298.7,298.3,17.9114285714,17.8785714286,2.18571428571,2.3,3.3,18.0,60,33,-0.7485107481711012,-0.6631226582407952,4.110873864173311,299.97821428575,17.855
0.1044396789,1,300.311428571,299.831428571,298.3,298.1,18.0114285714,17.8957142857,2.4,2.24285714286,1.5,12.5,76,34,-0.8229838658936565,-0.5680647467311558,4.343805421853684,300.10392857125,17.924285714275
0.1294447,1,300.117142857,300.42,298.6,298.7,18.0914285714,17.9114285714,2.37142857143,2.18571428571,10.7,3.3,66,35,-0.8854560256532095,-0.46472317204376906,4.204692619390966,300.16999999975,17.977499999975
0.1245484822,1,300.105714286,300.311428571,298.4,298.3,18.2628571429,18.0114285714,2.12857142857,2.4,27.2,1.5,64,36,-0.9350162426854146,-0.35460488704253595,4.174387269895637,300.2385714285,18.069285714275
0.1299044884,1,300.54,300.117142857,298.7,298.6,17.8957142857,18.0914285714,3.04285714286,2.37142857143,61.0,10.7,68,37,-0.9709418174260522,-0.2393156642875578,4.23410650459726,300.26857142849997,18.06535714285
0.1478917783999999,1,300.527142857,300.105714286,298.8,298.4,18.4,18.2628571429,2.45714285714,2.12857142857,7.9,27.2,89,38,-0.9927088740980539,-0.12053668025532357,4.499809670330265,300.3225,18.162499999999998
0.1764932456,1,300.06,300.54,298.2,298.7,18.0442857143,17.8957142857,2.07142857143,3.04285714286,31.8,61.0,92,39,-1.0,-1.8369701987210297e-16,4.532599493153255,300.30821428575,18.150714285724998
0.1654040234,1,299.65,300.527142857,298.3,298.8,17.85,18.4,2.04285714286,2.45714285714,26.5,7.9,140,40,-0.9927088740980539,0.12053668025532321,4.948759890378168,300.19428571425,18.0475
0.1231972513,1,299.562857143,300.06,297.6,298.2,17.3442857143,18.0442857143,2.25714285714,2.07142857143,8.3,31.8,116,41,-0.9709418174260523,0.2393156642875574,4.762173934797756,299.95,17.90964285715
0.0862198479,1,299.897142857,299.65,298.1,298.3,17.4314285714,17.85,2.3,2.04285714286,21.3,26.5,142,42,-0.9350162426854148,0.3546048870425356,4.962844630259907,299.7925,17.6675
0.1740276101,1,299.891428571,299.562857143,298.0,297.6,16.85,17.3442857143,2.81428571429,2.25714285714,3.5,8.3,129,43,-0.88545602565321,0.464723172043768,4.867534450455582,299.75035714275,17.368928571425002
0.1082831823,1,299.905714286,299.897142857,298.1,298.1,17.3757142857,17.4314285714,3.04285714286,2.3,4.8,21.3,140,44,-0.8229838658936571,0.5680647467311547,4.948759890378168,299.81428571425,17.25035714285
0.0833507273,1,299.09,299.891428571,297.3,298.0,16.9671428571,16.85,2.9,2.81428571429,41.4,3.5,140,45,-0.7485107481711012,0.6631226582407952,4.948759890378168,299.6960714285,17.15607142855
0.1467172269,1,298.685714286,299.905714286,297.4,298.1,17.0614285714,17.3757142857,1.97142857143,3.04285714286,28.2,4.8,127,46,-0.6631226582407955,0.7485107481711009,4.852030263919617,299.39321428575,17.06357142855
0.0847945701,1,298.698571429,299.09,297.1,297.3,15.46,16.9671428571,2.27142857143,2.9,9.4,41.4,129,47,-0.5680647467311558,0.8229838658936564,4.867534450455582,299.09500000024997,16.716071428550002
0.14315285108,1,298.375714286,298.685714286,296.9,297.4,16.3228571429,17.0614285714,2.02857142857,1.97142857143,76.2,28.2,169,48,-0.46472317204376834,0.8854560256532098,5.135798437050261,298.71250000025,16.45285714285
0.1201605524,1,298.642857143,298.698571429,297.7,297.1,16.34,15.46,1.8,2.27142857143,19.6,9.4,141,49,-0.354604887042536,0.9350162426854146,4.955827057601261,298.600714286,16.296071428575
0.1507507711,1,298.518571429,298.375714286,297.3,296.9,15.8842857143,16.3228571429,2.01428571429,2.02857142857,34.2,76.2,108,50,-0.23931566428755785,0.9709418174260521,4.6913478822291435,298.55892857175,16.001785714300002
0.08940027274,1,298.084285714,298.642857143,296.6,297.7,14.3357142857,16.34,2.07142857143,1.8,6.1,19.6,78,51,-0.12053668025532364,0.9927088740980539,4.3694478524670215,298.405357143,15.720714285724998
0.1281319819,1,296.521428571,298.518571429,294.3,297.3,13.6357142857,15.8842857143,2.21428571429,2.01428571429,13.7,34.2,70,52,6.432490598706546e-16,1.0,4.2626798770413155,297.94178571425,15.048928571425002
0.1602666595,1,298.7018524007227,298.084285714,295.7191562932227,296.6,16.74642659553451,14.3357142857,4.903754198774744,2.07142857143,11.92,6.1,81,1,0.12053668025532305,0.9927088740980538,4.406719247264253,297.95653452868066,15.150535220308628
0.1052072495,1,297.912857143,296.521428571,296.1,294.3,15.8785714286,13.6357142857,2.3,2.21428571429,58.2,13.7,104,2,0.2393156642875578,0.9709418174260521,4.653960350157523,297.8051059571807,15.149106648883627
0.2130365087,1,297.338571429,298.7018524007227,295.6,295.7191562932227,15.8328571429,16.74642659553451,1.85714285714,4.903754198774744,32.3,11.92,90,3,0.3546048870425357,0.9350162426854147,4.51085950651685,297.6186773859307,15.523392363183628
0.1505323163,1,297.091428571,297.912857143,295.6,296.1,14.4828571429,15.8785714286,2.35714285714,2.3,1.3,58.2,85,4,0.4647231720437685,0.8854560256532098,4.454347296253507,297.76117738593064,15.735178077483628
0.1376330354,1,297.42,297.338571429,295.5,295.6,14.1857142857,15.8328571429,2.44285714286,1.85714285714,9.2,32.3,55,5,0.5680647467311557,0.8229838658936565,4.025351690735149,297.44071428575,15.095000000025
0.1214261938999999,1,296.92,297.091428571,294.5,295.6,14.1228571429,14.4828571429,3.4,2.35714285714,3.0,1.3,53,6,0.6631226582407952,0.7485107481711012,3.988984046564274,297.1925,14.6560714286
0.1296189583399999,1,297.798571429,297.42,295.3,295.5,16.06,14.1857142857,2.2,2.44285714286,1.3,9.2,65,7,0.7485107481711012,0.6631226582407953,4.189654742026425,297.3075,14.712857142874999
0.1913331261,1,297.898571429,296.92,296.3,294.5,15.0128571429,14.1228571429,2.58571428571,3.4,8.9,3.0,33,8,0.8229838658936565,0.5680647467311558,3.526360524616161,297.50928571450004,14.845357142874999
0.1273949269,1,297.472857143,297.798571429,296.3,295.3,14.3814285714,16.06,2.41428571429,2.2,16.0,1.3,38,9,0.8854560256532098,0.46472317204376856,3.6635616461296463,297.52250000025,14.894285714299999
0.1635864489,1,297.651428571,297.898571429,295.7,296.3,14.7014285714,15.0128571429,2.31428571429,2.58571428571,2.9,8.9,59,10,0.9350162426854148,0.3546048870425356,4.0943445622221,297.705357143,15.038928571425
0.1137576999999999,1,297.634285714,297.472857143,296.1,296.3,14.9442857143,14.3814285714,2.51428571429,2.41428571429,5.9,16.0,40,11,0.9709418174260521,0.23931566428755807,3.7135720667043075,297.66428571425,14.759999999999998
0.1003899831999999,1,297.947142857,297.651428571,295.5,295.7,15.1357142857,14.7014285714,2.7,2.31428571429,4.8,2.9,37,12,0.9927088740980539,0.120536680255323,3.6375861597263857,297.67642857124997,14.7907142857
0.119612571552609,1,297.218571429,297.634285714,295.8,296.1,14.9685714286,14.9442857143,2.8,2.51428571429,2.3,5.9,29,13,0.9999999999999999,-1.6081226496766366e-16,3.4011973816621555,297.61285714275,14.9375
0.1339296405,1,297.982857143,297.947142857,296.0,295.5,15.2642857143,15.1357142857,2.74285714286,2.7,24.1,4.8,30,14,0.992708874098054,-0.1205366802553229,3.4339872044851463,297.69571428575,15.078214285725
0.1197819188,1,298.682857143,297.218571429,295.9,295.8,15.6128571429,14.9685714286,3.61428571429,2.8,0.0,2.3,30,15,0.9709418174260523,-0.23931566428755754,3.4339872044851463,297.957857143,15.245357142875001
0.1234407159799999,1,297.831428571,297.982857143,296.6,296.0,16.3242857143,15.2642857143,2.14285714286,2.74285714286,24.5,24.1,28,16,0.9350162426854149,-0.3546048870425355,3.3672958299864737,297.9289285715,15.542500000025
0.1260355389,1,298.088571429,298.682857143,296.5,295.9,15.4528571429,15.6128571429,2.82857142857,3.61428571429,4.6,0.0,23,17,0.8854560256532099,-0.4647231720437685,3.1780538303479453,298.1464285715,15.6635714286
0.05700705879,1,298.197142857,297.831428571,295.6,296.6,14.9,16.3242857143,3.61428571429,2.14285714286,1.6,24.5,24,18,0.8229838658936566,-0.5680647467311556,3.2188758248682006,298.2,15.572500000024998
0.1761117524,1,298.335714286,298.088571429,296.0,296.5,15.75,15.4528571429,3.0,2.82857142857,32.0,4.6,29,19,0.7485107481711014,-0.663122658240795,3.4011973816621555,298.11321428575,15.606785714299999
0.0892906404999999,1,298.334285714,298.197142857,296.4,295.6,15.6871428571,14.9,2.22857142857,3.61428571429,8.1,1.6,26,20,0.6631226582407951,-0.7485107481711012,3.295836866004329,298.23892857149997,15.447499999999998
0.07394921595,1,298.408571429,298.335714286,296.8,296.0,17.2328571429,15.75,2.71428571429,3.0,22.1,32.0,23,21,0.5680647467311557,-0.8229838658936565,3.1780538303479453,298.3189285715,15.8925
0.149592836864,1,298.615714286,298.334285714,297.0,296.4,17.8328571429,15.6871428571,2.35714285714,2.22857142857,80.2,8.1,20,22,0.464723172043769,-0.8854560256532095,3.044522437723423,298.42357142875,16.625714285725
0.1186107899,1,299.104285714,298.408571429,297.8,296.8,17.9957142857,17.2328571429,2.11428571429,2.71428571429,103.9,22.1,19,23,0.3546048870425359,-0.9350162426854147,2.995732273553991,298.61571428575,17.18714285715
0.0952991865999999,1,298.901428571,298.615714286,297.6,297.0,17.57,17.8328571429,1.98571428571,2.35714285714,102.4,80.2,20,24,0.2393156642875577,-0.9709418174260522,3.044522437723423,298.7575,17.657857142875002
0.1550772443,1,298.931428571,299.104285714,297.0,297.8,17.4414285714,17.9957142857,2.0,2.11428571429,29.8,103.9,26,25,0.12053668025532308,-0.9927088740980538,3.295836866004329,298.8882142855,17.71
0.1281192,1,299.568571429,298.901428571,298.0,297.6,17.8071428571,17.57,1.72857142857,1.98571428571,5.4,102.4,29,26,-3.216245299353273e-16,-1.0,3.4011973816621555,299.12642857125,17.70357142855
0.1485063845999999,1,300.177142857,298.931428571,298.3,297.0,17.6671428571,17.4414285714,2.27142857143,2.0,3.1,29.8,31,27,-0.12053668025532283,-0.992708874098054,3.4657359027997265,299.394642857,17.6214285714
0.1564410521,1,300.285714286,299.568571429,298.7,298.0,17.5685714286,17.8071428571,2.78571428571,1.72857142857,1.8,5.4,28,28,-0.2393156642875575,-0.9709418174260523,3.3672958299864737,299.74071428574996,17.62107142855
0.1396045582,1,299.79,300.177142857,298.0,298.3,17.43,17.6671428571,2.0,2.27142857143,45.2,3.1,26,29,-0.3546048870425357,-0.9350162426854148,3.295836866004329,299.955357143,17.6182142857
0.0371278645999999,1,299.227142857,300.285714286,298.0,298.7,17.2485714286,17.5685714286,2.02857142857,2.78571428571,41.0,1.8,32,30,-0.46472317204376806,-0.88545602565321,3.4965075614664802,299.87,17.478571428575
0.113175475,1,299.025714286,299.79,297.7,298.0,17.1142857143,17.43,1.81428571429,2.0,14.2,45.2,35,31,-0.5680647467311556,-0.8229838658936566,3.58351893845611,299.58214285725,17.340357142875
0.1550890769,1,299.755714286,299.227142857,297.6,298.0,17.5471428571,17.2485714286,2.42857142857,2.02857142857,16.6,41.0,33,32,-0.663122658240795,-0.7485107481711014,3.526360524616161,299.44964285724996,17.335
0.1796499121,1,299.215714286,299.025714286,297.8,297.7,17.4157142857,17.1142857143,1.95714285714,1.81428571429,41.9,14.2,30,33,-0.7485107481711012,-0.6631226582407952,3.4339872044851463,299.30607142875,17.331428571425
0.1550132611,1,299.491428571,299.755714286,298.3,297.6,17.6014285714,17.5471428571,2.24285714286,2.42857142857,42.7,16.6,52,34,-0.8229838658936565,-0.5680647467311558,3.9702919135521215,299.37214285724997,17.419642857124998
0.1399622269,1,300.067142857,299.215714286,298.1,297.8,17.4585714286,17.4157142857,2.42857142857,1.95714285714,3.1,41.9,59,35,-0.8854560256532095,-0.46472317204376906,4.0943445622221,299.6325,17.505714285699998
0.1270120179,1,300.108571429,299.491428571,298.4,298.3,17.5642857143,17.6014285714,2.2,2.24285714286,6.5,42.7,67,36,-0.9350162426854146,-0.35460488704253595,4.219507705176107,299.72071428575,17.509999999999998
0.1839528879,1,299.727142857,300.067142857,298.2,298.1,17.3528571429,17.4585714286,2.02857142857,2.42857142857,23.6,3.1,65,37,-0.9709418174260522,-0.2393156642875578,4.189654742026425,299.8485714285,17.4942857143
0.11103388402,1,299.978571429,300.108571429,298.4,298.4,17.5414285714,17.5642857143,2.34285714286,2.2,28.9,6.5,74,38,-0.9927088740980539,-0.12053668025532357,4.31748811353631,299.970357143,17.479285714299998
