year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,city,precipitation_amt_mm_log,station_precip_mm_log,reanalysis_precip_amt_kg_per_m2_log,reanalysis_sat_precip_amt_mm_log,reanalysis_tdtr_k_clipped,precipitation_amt_mm_lag_1,station_avg_temp_c_lag_1,reanalysis_air_temp_k_lag_1,precipitation_amt_mm_lag_2,station_avg_temp_c_lag_2,reanalysis_air_temp_k_lag_2,precipitation_amt_mm_lag_3,station_avg_temp_c_lag_3,reanalysis_air_temp_k_lag_3,precipitation_amt_mm_lag_4,station_avg_temp_c_lag_4,reanalysis_air_temp_k_lag_4,precipitation_amt_mm_lag_mean_4,station_avg_temp_c_lag_mean_4,reanalysis_air_temp_k_lag_mean_4,total_cases
2000,36,730372,0.2955857,0.2956833,0.3122143,0.2659286,23.12,300.8028571,301.9357143,290.6357143,312.8,291.5,2.5,57.78714286,23.12,12.65285714,14.9,28.36666667,12.9,35.8,21.7,56.9,0,3.183041372,4.058717385,1.252762968,3.183041372,13.82571429,53.65,27.11666667,299.2185714,49.22,26.9,298.2385714,42.08,26.58333333,297.6271429,89.37,27.01666667,297.32,58.58,26.90416667,298.1010714,1
2000,37,730379,0.2846571,0.3097571,0.3878833,0.3281571,34.62,299.8585714,301.3714286,293.64,310.7,292.3,4.1,71.66,34.62,15.22714286,13.85714286,27.425,12.775,34.5,20.5,18.9,0,3.572907278,2.990719732,1.62924054,3.572907278,13.82571429,23.12,28.36666667,300.8028571,53.65,27.11666667,299.2185714,49.22,26.9,298.2385714,42.08,26.58333333,297.6271429,42.0175,27.24166667,298.9717857,0
2000,38,730386,0.3488143,0.2957167,0.4048429,0.2425714,97.55,297.4357143,298.5142857,292.7071429,310.2,288.3,3.2,77.48714286,97.55,14.33857143,11.31428571,27.53333333,12.56666667,36,20.5,104.2,0,4.590564034,4.6558633,1.435084525,4.590564034,11.31428571,34.62,27.425,299.8585714,23.12,28.36666667,300.8028571,53.65,27.11666667,299.2185714,49.22,26.9,298.2385714,40.1525,27.45208333,299.5296429,0
2000,39,730393,0.1756857,0.09948333,0.2257143,0.1827857,95.89,299.3557143,300.8857143,293.2171429,310.8,290,2.6,71.46285714,95.89,14.79857143,14.94285714,27.15,12.175,34,20.5,57.9,0,4.573576314,4.075841091,1.280933845,4.573576314,13.82571429,97.55,27.53333333,297.4357143,34.62,27.425,299.8585714,23.12,28.36666667,300.8028571,53.65,27.11666667,299.2185714,52.235,27.61041667,299.3289286,0
2000,40,730400,0.33754,0.2769429,0.2775,0.25505,46.22,298.3728571,300.5,294.6642857,309.8,292.7,16.6,82.37142857,46.22,16.14857143,11.97142857,26.7,11.675,34,20,63,0,3.854817532,4.158883083,2.867898902,3.854817532,11.97142857,95.89,27.15,299.3557143,97.55,27.53333333,297.4357143,34.62,27.425,299.8585714,23.12,28.36666667,300.8028571,62.795,27.61875,299.3632143,0
2000,41,730407,0.2235333,0.1339143,0.3498,0.1009167,31.1,298.4742857,300.2857143,294.5928571,309.2,291.9,21.9,81.52285714,31.1,16.07142857,13.48571429,27.65714286,11.3,34,21,3,0,3.46885603,1.386294361,3.131136911,3.46885603,13.48571429,46.22,26.7,298.3728571,95.89,27.15,299.3557143,97.55,27.53333333,297.4357143,34.62,27.425,299.8585714,68.57,27.20208333,298.7557143,1
2000,42,730414,0.2748,0.1870571,0.3739429,0.2794714,25.21,299.2114286,301.15,294.0071429,311.8,292.3,9.9,75.54,25.21,15.52857143,14.92857143,27.775,12.275,36,21,45.2,0,3.266141017,3.832979798,2.388762789,3.266141017,13.82571429,31.1,27.65714286,298.4742857,46.22,26.7,298.3728571,95.89,27.15,299.3557143,97.55,27.53333333,297.4357143,67.69,27.26011905,298.4096429,1
2000,43,730421,0.3673,0.30555,0.45538,0.3258,49.25,299.5414286,301.1,294.7085714,310.2,291.9,23.3,76.94142857,49.25,16.19571429,13.45714286,28,12.46666667,34.6,20,57.9,0,3.917010547,4.075841091,3.19047635,3.917010547,13.45714286,25.21,27.775,299.2114286,31.1,27.65714286,298.4742857,46.22,26.7,298.3728571,95.89,27.15,299.3557143,49.605,27.32053571,298.8535714,0
2000,44,730428,0.2951,0.21152,0.3044,0.2796167,67.64,299.44,300.8214286,295.2742857,312.2,292.4,20.2,79.42857143,67.64,16.86857143,13.32857143,27.6,12.33333333,35.5,21.1,7.1,0,4.228875455,2.091864062,3.054001182,4.228875455,13.32857143,49.25,28,299.5414286,25.21,27.775,299.2114286,31.1,27.65714286,298.4742857,46.22,26.7,298.3728571,37.945,27.53303571,298.9,0
2000,45,730435,0.2713667,0.1515667,0.34725,0.2318667,51.83,300.7485714,301.8071429,295.28,310.4,294.3,19.2,74.80285714,51.83,16.84714286,12.87142857,28.175,12.25,35.2,21.5,13.5,0,3.967079211,2.674148649,3.005682604,3.967079211,12.87142857,67.64,27.6,299.44,49.25,28,299.5414286,25.21,27.775,299.2114286,31.1,27.65714286,298.4742857,43.3,27.75803571,299.1667857,0
2000,46,730442,0.09993333,0.03586,0.1954857,0.06418333,39.25,301.6371429,302.6142857,294.2328571,311.8,294.2,3.6,67.18571429,39.25,15.88,13.37142857,29.025,13.1,36.4,21.7,0,0,3.695110004,0,1.526056303,3.695110004,13.37142857,51.83,28.175,300.7485714,67.64,27.6,299.44,49.25,28,299.5414286,25.21,27.775,299.2114286,48.4825,27.8875,299.7353571,0
2000,47,730449,0.1699833,0.2893,0.3009833,0.1709167,55.91,300.8728571,301.9142857,293.06,311.1,293.6,11.2,66.04285714,55.91,14.76857143,13.14285714,27.7,11.35,36.5,21.5,39.32635983,0,4.041471073,3.697005345,2.501435952,4.041471073,13.14285714,39.25,29.025,301.6371429,51.83,28.175,300.7485714,67.64,27.6,299.44,49.25,28,299.5414286,51.9925,28.2,300.3417857,0
2000,48,730456,0.2519714,0.2538,0.3235143,0.3191,20.65,299.23,301.2642857,294.7171429,310,293.5,14.5,78.88571429,20.65,16.24428571,12.01428571,27.05,11.575,34.2,21,19,0,3.075005454,2.995732274,2.740840024,3.075005454,12.01428571,55.91,27.7,300.8728571,39.25,29.025,301.6371429,51.83,28.175,300.7485714,67.64,27.6,299.44,53.6575,28.125,300.6746429,0
2000,49,730463,0.1658333,0.1824143,0.2545667,0.18625,24.53,300.2428571,301.0285714,293.3057143,312.2,292,1.7,68.55714286,24.53,14.9,15.45714286,28,12,34,22,0.8,0,3.239854231,0.587786665,0.993251773,3.239854231,13.82571429,20.65,27.05,299.23,55.91,27.7,300.8728571,39.25,29.025,301.6371429,51.83,28.175,300.7485714,41.91,27.9875,300.6221429,0
2000,50,730470,0.3387857,0.3168286,0.3503429,0.2977,111.06,298.7571429,300.3428571,294.52,311.4,291.9,48.76,80.40857143,111.06,16.09857143,11.97142857,26.61666667,9.65,33.8,21,67.2,0,4.719034442,4.222444565,3.907211448,4.719034442,11.97142857,24.53,28,300.2428571,20.65,27.05,299.23,55.91,27.7,300.8728571,39.25,29.025,301.6371429,35.085,27.94375,300.4957143,1
2000,51,730477,0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.4114286,302,291.0928571,311.2,294.6,5.7,60.64142857,3.9,13.18857143,13,28.2,12.28333333,35,21,0,0,1.589235205,0,1.902107526,1.589235205,13,111.06,26.61666667,298.7571429,24.53,28,300.2428571,20.65,27.05,299.23,55.91,27.7,300.8728571,53.0375,27.34166667,299.7757143,0
2001,1,730486,0.2547143,0.2285286,0.2505857,0.287,59.11,297.9585714,298.9857143,296.99,305.5,293.2,64.6,94.95571429,59.11,18.67285714,6.942857143,27.33333333,11,33.3,21.8,38.9,0,4.096176217,3.686376324,4.183575696,4.096176217,6.942857143,3.9,28.2,300.4114286,111.06,26.61666667,298.7571429,24.53,28,300.2428571,20.65,27.05,299.23,40.035,27.46666667,299.6603571,0
2001,2,730493,0.3021333,0.2035167,0.2674333,0.274,69.85,298.0442857,299.4142857,294.3457143,309.8,292.5,22.98,82.34714286,69.85,15.85857143,11.08571429,27,11.225,33.2,20.7,59.9,0,4.260564966,4.109233175,3.17722015,4.260564966,11.08571429,59.11,27.33333333,297.9585714,3.9,28.2,300.4114286,111.06,26.61666667,298.7571429,24.53,28,300.2428571,49.65,27.5375,299.3425,0
2001,3,730500,0.1747571,0.1033167,0.2582429,0.1767286,149.71,298.3685714,300.2357143,295.0614286,308.7,294,24.92,84.17571429,149.71,16.6,11.01428571,27.05,10.9,33,20.5,52,0,5.01535746,3.970291914,3.255014871,5.01535746,11.01428571,69.85,27,298.0442857,59.11,27.33333333,297.9585714,3.9,28.2,300.4114286,111.06,26.61666667,298.7571429,60.98,27.2875,298.7928571,0
2001,4,730507,0.2376,0.1912667,0.1258571,0.2314429,50.02,295.7228571,296.6714286,294.5942857,301.8,292.3,88.03,94.05714286,50.02,16.07142857,5.628571429,25.71666667,9.433333333,31.2,20,166.9,0,3.932217713,5.123368564,4.488973392,3.932217713,5.628571429,149.71,27.05,298.3685714,69.85,27,298.0442857,59.11,27.33333333,297.9585714,3.9,28.2,300.4114286,70.6425,27.39583333,298.6957143,0
2001,5,730514,0.3415,0.2606667,0.3293857,0.3690714,87.18,295.2971429,296.1,294.4114286,302.2,292.2,80.95,95.40714286,87.18,15.86,5.142857143,26.43333333,9.666666667,33,20,147.8,0,4.47938018,5.002603122,4.406109305,4.47938018,5.142857143,50.02,25.71666667,295.7228571,149.71,27.05,298.3685714,69.85,27,298.0442857,59.11,27.33333333,297.9585714,82.1725,26.775,297.5235714,0
2001,6,730521,0.2335857,0.161,0.1966143,0.2267,31.93,295.5114286,296.1285714,293.4085714,303.6,292.5,16.4,89.08,31.93,14.94714286,6.171428571,27.35,10.025,34.2,21.7,3.3,0,3.494384096,1.458615023,2.856470206,3.494384096,6.171428571,87.18,26.43333333,295.2971429,50.02,25.71666667,295.7228571,149.71,27.05,298.3685714,69.85,27,298.0442857,89.19,26.55,296.8582143,0
2001,7,730528,0.1554143,0.1350167,0.1485286,0.1571,66.84,295.37,296.4928571,294.4385714,304.4,292.3,37.96,94.88428571,66.84,15.93,6.042857143,26.3,8.95,33,21,83.1,0,4.217151991,4.432006567,3.662535479,4.217151991,6.042857143,31.93,27.35,295.5114286,87.18,26.43333333,295.2971429,50.02,25.71666667,295.7228571,149.71,27.05,298.3685714,79.71,26.6375,296.225,0
2001,8,730535,0.1353714,0.0823,0.1297571,0.1840429,16.17,296.07,296.9785714,294.73,304.4,290.6,34.18,92.84285714,16.17,16.25142857,7.585714286,26.93333333,10,33.2,21,38.1,0,2.843163675,3.666122467,3.560477739,2.843163675,7.585714286,66.84,26.3,295.37,31.93,27.35,295.5114286,87.18,26.43333333,295.2971429,50.02,25.71666667,295.7228571,58.9925,26.45,295.4753571,0
2001,9,730542,0.30764,0.2282167,0.2245,0.2912833,47.14,297.0385714,298.3071429,295.7671429,305.1,293.7,26.96,93.31428571,47.14,17.30857143,7.385714286,26.56,9.48,33.2,20.5,21.1,0,3.874113432,3.095577609,3.330774917,3.874113432,7.385714286,16.17,26.93333333,296.07,66.84,26.3,295.37,31.93,27.35,295.5114286,87.18,26.43333333,295.2971429,50.53,26.75416667,295.5621429,0
2001,10,730549,0.1820429,0.289,0.2068714,0.2063286,118.07,297.6185714,298.6928571,296.46,305.8,294.8,83.89,94.09285714,118.07,18.05571429,6.585714286,27.2,10.15,33.3,20,87.1,0,4.779711555,4.478472533,4.441356301,4.779711555,6.585714286,47.14,26.56,297.0385714,16.17,26.93333333,296.07,66.84,26.3,295.37,31.93,27.35,295.5114286,40.52,26.78583333,295.9975,0
2001,11,730556,0.2053833,0.1769,0.2063571,0.2041286,74.34,296.79,298.1285714,295.5442857,309.3,292.8,195.2,94.09428571,74.34,17.06571429,8.285714286,27.05,12.1,34.2,20,39.9,0,4.322011202,3.711130063,5.279134547,4.322011202,8.285714286,118.07,27.2,297.6185714,47.14,26.56,297.0385714,16.17,26.93333333,296.07,66.84,26.3,295.37,62.055,26.74833333,296.5242857,0
2001,12,730563,0.1883429,0.1950333,0.1635429,0.2841429,90.35,298.7014286,299.75,295.1571429,309.7,293.2,32.6,82.80142857,90.35,16.75714286,10.61428571,27.43333333,11.43333333,34.1,20,70.8,0,4.514698283,4.273884476,3.514526067,4.514698283,10.61428571,74.34,27.05,296.79,118.07,27.2,297.6185714,47.14,26.56,297.0385714,16.17,26.93333333,296.07,63.93,26.93583333,296.8792857,0
2001,13,730570,0.16238,0.1508167,0.09465714,0.1322571,94.06,296.8528571,297.6,296.0785714,303.2,292.8,304.52,95.92428571,94.06,17.66857143,6.2,27.05,10.95,34.2,20,80,0,4.554508271,4.394449155,5.722015243,4.554508271,6.2,90.35,27.43333333,298.7014286,74.34,27.05,296.79,118.07,27.2,297.6185714,47.14,26.56,297.0385714,82.475,27.06083333,297.5371429,0
2001,14,730577,0.2678143,0.3126429,0.2615,0.2584,86.46,296.3057143,297.8285714,295.6957143,305.5,292.9,91.43,96.73714286,86.46,17.21,6.657142857,27.16,10.98,35,20.5,46.2,0,4.471181546,3.854393893,4.526451601,4.471181546,6.657142857,94.06,27.05,296.8528571,90.35,27.43333333,298.7014286,74.34,27.05,296.79,118.07,27.2,297.6185714,94.205,27.18333333,297.4907143,0
2001,15,730584,0.3827571,0.3709714,0.3438857,0.3762714,80.82,297.1757143,298.3,296.13,305.5,292.1,110.1,94.60285714,80.82,17.69571429,6.771428571,26.46,11.66,34,19.5,120.1,0,4.404521713,4.796616651,4.710430697,4.404521713,6.771428571,86.46,27.16,296.3057143,94.06,27.05,296.8528571,90.35,27.43333333,298.7014286,74.34,27.05,296.79,86.3025,27.17333333,297.1625,0
2001,16,730591,0.3125429,0.2822143,0.2621286,0.4074857,77.73,297.0628571,298.15,295.9857143,305.1,292.8,120.32,94.61571429,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,0,4.366024277,3.835141961,4.798431683,4.366024277,7.5,80.82,26.46,297.1757143,86.46,27.16,296.3057143,94.06,27.05,296.8528571,90.35,27.43333333,298.7014286,87.9225,27.02583333,297.2589286,1
2001,17,730598,0.2456143,0.2148429,0.2733714,0.2288,78.01,297.9614286,299.2071429,295.4285714,307.8,293.2,78.3,88.14857143,78.01,16.96857143,10.24285714,27.63333333,10.93333333,34.3,21,14.9,0,4.369574427,2.766319109,4.373238129,4.369574427,10.24285714,77.73,27.34,297.0628571,80.82,26.46,297.1757143,86.46,27.16,296.3057143,94.06,27.05,296.8528571,84.7675,27.0025,296.8492857,0
2001,18,730605,0.2540143,0.179,0.3128286,0.2625571,94.77,297.2857143,298.65,295.74,305.6,293.1,103.87,92.19285714,94.77,17.30571429,7.414285714,27.625,11.325,35.2,20.5,51,0,4.561949484,3.951243719,4.652721488,4.561949484,7.414285714,78.01,27.63333333,297.9614286,77.73,27.34,297.0628571,80.82,26.46,297.1757143,86.46,27.16,296.3057143,80.755,27.14833333,297.1264286,0
2001,19,730612,0.2664571,0.1886,0.1962,0.2273286,45.56,297.1357143,298.2,296.3328571,305.1,292.1,85.9,95.82,45.56,17.89142857,7.085714286,26.6,8.8,32.7,21.4,66,0,3.840741803,4.204692619,4.464758032,3.840741803,7.085714286,94.77,27.625,297.2857143,78.01,27.63333333,297.9614286,77.73,27.34,297.0628571,80.82,26.46,297.1757143,82.8325,27.26458333,297.3714286,0
2001,20,730619,0.3153429,0.31965,0.2627,0.3034857,74.08,297.2971429,298.3071429,296.99,305.6,294.7,80.3,98.34142857,74.08,18.64,5.642857143,27.18578337,8.059328009,32.5,22.10214979,0,0,4.318554212,0,4.398146017,4.318554212,5.642857143,45.56,26.6,297.1357143,94.77,27.625,297.2857143,78.01,27.63333333,297.9614286,77.73,27.34,297.0628571,74.0175,27.29958333,297.3614286,0
2001,21,730626,0.2985857,0.3796667,0.1842429,0.2685286,70.81,296.9228571,297.9571429,295.8271429,305.6,293,53.1,94.71,70.81,17.36857143,8.542857143,27.43333333,11.93333333,34.2,20.5,64.1,0,4.274023742,4.175924549,3.990834186,4.274023742,8.542857143,74.08,27.18578337,297.2971429,45.56,26.6,297.1357143,94.77,27.625,297.2857143,78.01,27.63333333,297.9614286,73.105,27.26102918,297.42,1
2001,22,730633,0.2999429,0.3029429,0.3187143,0.3874429,90.07,296.8457143,298,295.18,304.8,291.8,20.3,91.46571429,90.07,16.69428571,8.8,27.25,12.65,34.8,20.5,32,0,4.511628442,3.496507561,3.058707073,4.511628442,8.8,70.81,27.43333333,296.9228571,74.08,27.18578337,297.2971429,45.56,26.6,297.1357143,94.77,27.625,297.2857143,71.305,27.21102918,297.1603571,1
2001,23,730640,0.3635667,0.1819143,0.2539714,0.2467286,126.46,296.6914286,297.8928571,294.46,307.6,291.5,30.63,89.48714286,126.46,15.96857143,9.728571429,26.86666667,10.73333333,34,19.8,17,0,4.84780259,2.890371758,3.454106037,4.84780259,9.728571429,90.07,27.25,296.8457143,70.81,27.43333333,296.9228571,74.08,27.18578337,297.2971429,45.56,26.6,297.1357143,70.13,27.11727918,297.0503571,0
2001,24,730647,0.3170833,0.2989667,0.2198714,0.2173429,47.13,295.4828571,296.4357143,294.3414286,302.6,291.9,95.06,94.01714286,47.13,15.78285714,7.271428571,26.88,10.68,33.4,20,37.1,0,3.873905683,3.640214282,4.564972996,3.873905683,7.271428571,126.46,26.86666667,296.6914286,90.07,27.25,296.8457143,70.81,27.43333333,296.9228571,74.08,27.18578337,297.2971429,90.355,27.18394584,296.9392857,0
2001,25,730654,0.1041,0.1082429,0.05965714,0.1137571,53.93,296,297.3214286,293.6471429,305.2,291,13.45,88.17142857,53.93,15.13428571,9.414285714,26.4,10.05,33.2,20.5,9.9,0,4.006059647,2.388762789,2.670694415,4.006059647,9.414285714,47.13,26.88,295.4828571,126.46,26.86666667,296.6914286,90.07,27.25,296.8457143,70.81,27.43333333,296.9228571,83.6175,27.1075,296.4857143,1
2001,26,730661,0.1923,0.2752857,0.3164571,0.3254143,1.22,294.8457143,296,290.5728571,306.1,288.4,1.82,79.32285714,1.22,12.46428571,12.34285714,27.18578337,8.059328009,32.3,17.1,31,0,0.797507196,3.465735903,1.036736885,0.797507196,12.34285714,53.93,26.4,296,47.13,26.88,295.4828571,126.46,26.86666667,296.6914286,90.07,27.25,296.8457143,79.3975,26.84916667,296.255,0
2001,27,730668,0.2290833,0.1932667,0.2704571,0.2421857,52.1,295.7957143,297.05,292.7528571,305,291.3,23.6,84.85714286,52.1,14.29714286,8.557142857,26.5,11.36666667,33.2,20,70.1,0,3.972176928,4.264087337,3.202746443,3.972176928,8.557142857,1.22,27.18578337,294.8457143,53.93,26.4,296,47.13,26.88,295.4828571,126.46,26.86666667,296.6914286,57.185,26.83311251,295.755,0
2001,28,730675,0.3597167,0.3110571,0.2649857,0.4388429,39.09,295.8085714,297.0214286,293.4385714,307.2,290.3,16.7,88.32285714,39.09,14.92857143,9.7,27.35,10.95,33.5,19.5,22.3,0,3.691126927,3.148453361,2.87356464,3.691126927,9.7,52.1,26.5,295.7957143,1.22,27.18578337,294.8457143,53.93,26.4,296,47.13,26.88,295.4828571,38.595,26.74144584,295.5310714,0
2001,29,730682,0.3195,0.2050857,0.1947429,0.3616333,52.05,297.5557143,298.9285714,294.1157143,307.9,291.1,18,84.24571429,52.05,15.60571429,11.42857143,26.76666667,10.06666667,32.8,21,36.8,0,3.971234865,3.632309103,2.944438979,3.971234865,11.42857143,39.09,27.35,295.8085714,52.1,26.5,295.7957143,1.22,27.18578337,294.8457143,53.93,26.4,296,36.585,26.85894584,295.6125,0
2001,30,730689,0.2911571,0.2526333,0.2182,0.3259857,54.52,296.8157143,298.2214286,294.9914286,306,292,38.29,90.81428571,54.52,16.50571429,10.27142857,27.36666667,11.4,34,21.2,25.2,0,4.016743316,3.265759411,3.670970034,4.016743316,10.27142857,52.05,26.76666667,297.5557143,39.09,27.35,295.8085714,52.1,26.5,295.7957143,1.22,27.18578337,294.8457143,36.115,26.95061251,296.0014286,0
2001,31,730696,0.2371167,0.1956167,0.1883143,0.1339,27.97,297.2914286,299.1785714,293.4528571,308.1,289.8,9.71,82.22571429,27.97,14.98571429,12.87142857,26.52,10.88,34,18.4,10.9,0,3.366260812,2.4765384,2.371177884,3.366260812,12.87142857,54.52,27.36666667,296.8157143,52.05,26.76666667,297.5557143,39.09,27.35,295.8085714,52.1,26.5,295.7957143,49.44,26.99583333,296.4939286,0
2001,32,730703,0.2007571,0.2377286,0.2236429,0.2043571,0,298.5371429,300.1357143,291.3871429,308.7,291,0.2,66.66428571,0,13.15857143,14.64285714,27.1,12.175,33.5,17.8,39.32635983,0,0,3.697005345,0.182321557,0,13.82571429,27.97,26.52,297.2914286,54.52,27.36666667,296.8157143,52.05,26.76666667,297.5557143,39.09,27.35,295.8085714,43.4075,27.00083333,296.8678571,0
2001,33,730710,0.2821714,0.2735571,0.2658571,0.3664571,5.14,298.3957143,299.7857143,292.0242857,309.7,292,0,69.47571429,5.14,13.71571429,13.31428571,27.125,12.25,33.4,20,18,0,1.814824742,2.944438979,0,1.814824742,13.31428571,0,27.1,298.5371429,27.97,26.52,297.2914286,54.52,27.36666667,296.8157143,52.05,26.76666667,297.5557143,33.635,26.93833333,297.55,0
2001,34,730717,0.2407571,0.1931143,0.2063429,0.2469143,9.97,298.44,299.8142857,294.0171429,308.8,291.7,30.1,78.38857143,9.97,15.51142857,12.2,27.6,11.68,34.2,20,47.9,0,2.395164274,3.889777396,3.437207819,2.395164274,12.2,5.14,27.125,298.3957143,0,27.1,298.5371429,27.97,26.52,297.2914286,54.52,27.36666667,296.8157143,21.9075,27.02791667,297.76,0
2001,35,730724,0.2280714,0.1999857,0.2331429,0.2646429,47.58,298.7514286,300.5142857,293.7257143,311.2,293,16.9,76.95571429,47.58,15.25142857,12.8,27.2,12.46666667,35.2,20,31,0,3.883211924,3.465735903,2.884800713,3.883211924,12.8,9.97,27.6,298.44,5.14,27.125,298.3957143,0,27.1,298.5371429,27.97,26.52,297.2914286,10.77,27.08625,298.1660714,0
